Front,Back,Week,Status,Frequency,PartOfSpeech
German for: on (উপর বা চালু),auf | plural: — | IPA: ˈaʊf | Die Kinder spielen auf der Straße. | The children play on the street. | বাংলা সহায়তা: “উপর বা চালু” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,1,active,very common,preposition
German for: hair (চুল); include article and plural,Haar | plural: -e | IPA: das hˈɑːɾ | Sie hat lange Haare. | She has long hair. | বাংলা সহায়তা: “চুল” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,1,recognition,common,noun
German for: chicken (মুরগি); include article and plural,"Hähnchen | plural: - | IPA: das hˈɛːnçən | Ein Hähnchen mit Pommes bitte! | Chicken with chips, please! | বাংলা সহায়তা: “মুরগি” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",1,recognition,common,noun
German for: half-board (dining) (সকাল ও রাতের খাবারসহ থাকা); include article and plural,Halbpension | plural: — | IPA: diː hˌalppɛnzjˈoːn | Möchten Sie Vollpension oder Halbpension? | Would you like full or half-board? | বাংলা সহায়তা: “সকাল ও রাতের খাবারসহ থাকা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,1,recognition,common,noun
German for: hall (হল-ঘর); include article and plural,Halle | plural: — | IPA: diː hˈalə | Wir treffen uns in Halle B. | We will meet in hall B. | বাংলা সহায়তা: “হল-ঘর” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,1,recognition,common,noun
German for: (public transport) stop (থামা); include article and plural,"Haltestelle | plural: -en, | IPA: diː hˈaltɛʃtˌɛlə | An der nächsten Haltestelle müssen Sie aussteigen. | At the next stop you must alight. | বাংলা সহায়তা: “থামা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",1,recognition,common,noun
German for: hand (হাত); include article and plural,"Hand | plural: -ä, e | IPA: diː hˈant | Er gibt mir die Hand. | He gives me his hand. | বাংলা সহায়তা: “হাত” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",1,recognition,common,noun
German for: home (বাড়ি); include article and plural,"Haus | plural: -ä, er | IPA: das hˈaʊs | Ich gehe jetzt nach Hause. | I’m going home now. | বাংলা সহায়তা: “বাড়ি” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",1,recognition,common,noun
German for: home (বাড়ি); include article and plural,"Haus | plural: -ä, er | IPA: das hˈaʊs | Paul ist nicht zu Hause. | Paul is not home. | বাংলা সহায়তা: “বাড়ি” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",1,recognition,common,noun
German for: homework (বাড়ির কাজ); include article and plural,Hausaufgabe | plural: -n | IPA: diː hˈaʊsˌaʊfɡˌɑːbə | Kannst du mir bei den Hausaufgaben helfen? | Can you help me with the homework? | বাংলা সহায়তা: “বাড়ির কাজ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,1,recognition,common,noun
German for: home (বাড়ি); include article and plural,Heimat | plural: — | IPA: diː hˈaɪmɑːt | Ich komme aus der Schweiz. Das ist meine Heimat. | I come from Switzerland. It’s my home. | বাংলা সহায়তা: “বাড়ি” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,1,recognition,common,noun
German for: stove (চুল্লি); include article and plural,Herd | plural: — | IPA: dɛɾ hˈeːɾt | In der neuen Küche fehlt noch der Herd. | The stove is still missing from the new kitchen. | বাংলা সহায়তা: “চুল্লি” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,1,recognition,common,noun
German for: Mister (জনাব); include article and plural,"Herr | plural: -en | IPA: dɛɾ hˈɛɾ | Guten Tag, Herr Sommer! | Good day, Mr Sommer! | বাংলা সহায়তা: “জনাব” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",1,recognition,common,noun
German for: marriage (বিবাহ); include article and plural,Hochzeit | plural: — | IPA: diː hˈoːxtsˌaɪt | Zur dieser Hochzeit kommen mehr als fünfzig Gäste. | More than fifty guests are coming to this wedding. | বাংলা সহায়তা: “বিবাহ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,1,recognition,common,noun
German for: hunger (ক্ষুধা); include article and plural,Hunger | plural: — | IPA: dɛɾ hˈʊŋɜ | Ich habe Hunger! Wann ist das Essen fertig? | I’m hungry! When will the food be ready? | বাংলা সহায়তা: “ক্ষুধা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,1,recognition,common,noun
German for: information point (তথ্যকেন্দ্র); include article and plural,"Information | plural: -en | IPA: diː ˌɪnfɔɾmˌatsɪˈoːn | Wenn Sie Fragen haben, gehen Sie zur Information. | If you have questions, go to the information point. | বাংলা সহায়তা: “তথ্যকেন্দ্র” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",1,recognition,common,noun
German for: information (তথ্য); include article and plural,Information | plural: -en | IPA: diː ˌɪnfɔɾmˌatsɪˈoːn | Wir haben hier wichtige Informationen für Sie. | We have important information for you. | বাংলা সহায়তা: “তথ্য” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,1,recognition,common,noun
German for: computer mouse (কম্পিউটার মাউস); include article and plural,Maus | plural: Mäuse | IPA: diː mˈaʊs | Das ist die Maus. | This is the computer mouse. | এটি কম্পিউটার মাউস।,2,active,very common,noun
German for: male student (ছাত্র); include article and plural,Student | plural: -en | IPA: dɛɾ ʃtuːdˈɛnt | Das ist der Student. | This is the male student. | এটি ছাত্র।,2,active,very common,noun
German for: female student (ছাত্রী); include article and plural,Studentin | plural: -nen | IPA: diː ʃtˈuːdəntˌɪn | Das ist die Studentin. | This is the female student. | এটি ছাত্রী।,2,active,very common,noun
German for: smartphone (স্মার্টফোন); include article and plural,Smartphone | plural: -s | IPA: das smaɾtfˈoːnə | Das ist das Smartphone. | This is the smartphone. | এটি স্মার্টফোন।,2,active,very common,noun
German for: laptop (ল্যাপটপ); include article and plural,Laptop | plural: -s | IPA: dɛɾ (en)lˈaptɒp(de) | Das ist der Laptop. | This is the laptop. | এটি ল্যাপটপ।,2,active,very common,noun
German for: keyboard (কীবোর্ড); include article and plural,Tastatur | plural: -en | IPA: diː tˈastatˌuːɾ | Das ist die Tastatur. | This is the keyboard. | এটি কীবোর্ড।,2,active,very common,noun
German for: screen (স্ক্রিন); include article and plural,Bildschirm | plural: -e | IPA: dɛɾ bˈɪltʃɪɾm | Das ist der Bildschirm. | This is the screen. | এটি স্ক্রিন।,2,active,very common,noun
German for: internet (ইন্টারনেট); include article and plural,das Internet | plural: - | IPA: das ˈɪntɜnˌɛt | Wir benutzen heute „das Internet“. | Today we use “internet”. | আজ আমরা “ইন্টারনেট” অর্থটি ব্যবহার করি।,2,active,very common,noun
German for: password (পাসওয়ার্ড); include article and plural,Passwort | plural: Passwörter | IPA: das pˈasvɔɾt | Das ist das Passwort. | This is the password. | এটি পাসওয়ার্ড।,2,active,very common,noun
German for: charger (চার্জার); include article and plural,Ladegerät | plural: -e | IPA: das lˈɑdeːɡərˌɛːt | Das ist das Ladegerät. | This is the charger. | এটি চার্জার।,2,active,very common,noun
German for: app (অ্যাপ); include article and plural,App | plural: -s | IPA: diː ˈap | Das ist die App. | This is the app. | এটি অ্যাপ।,2,active,very common,noun
German for: website (ওয়েবসাইট); include article and plural,Webseite | plural: -n | IPA: diː vˈɛbzaɪtə | Das ist die Webseite. | This is the website. | এটি ওয়েবসাইট।,2,active,very common,noun
German for: software developer (সফটওয়্যার ডেভেলপার); include article and plural,Softwareentwickler | plural: - | IPA: dɛɾ zˈɔftvarˌeːntvɪklɜ | Das ist der Softwareentwickler. | This is the software developer. | এটি সফটওয়্যার ডেভেলপার।,2,active,very common,noun
German for: female software developer (নারী সফটওয়্যার ডেভেলপার); include article and plural,Softwareentwicklerin | plural: -nen | IPA: diː zˈɔftvarˌeːntvɪklərˌɪn | Das ist die Softwareentwicklerin. | This is the female software developer. | এটি নারী সফটওয়্যার ডেভেলপার।,2,active,very common,noun
